method p l int.effect mode strategy n power
matern_2.5 2 0.5 0.1 loocv exp 100 0.055
matern_2.5 2 0.5 0.1 loocv average 100 0.04
matern_2.5 2 0.5 0.1 loocv erm 100 0.025
matern_2.5 2 0.5 0.2 AICc exp 100 0.045
matern_2.5 2 0.5 0.2 AICc average 100 0.03
matern_2.5 2 0.5 0.2 AICc erm 100 0.045
matern_2.5 2 0.5 0.2 GCVc exp 100 0.02
matern_2.5 2 0.5 0.2 GCVc average 100 0.025
matern_2.5 2 0.5 0.2 GCVc erm 100 0.045
matern_2.5 2 0.5 0.2 gmpml exp 100 0.02
matern_2.5 2 0.5 0.2 gmpml average 100 0.05
matern_2.5 2 0.5 0.2 gmpml erm 100 0.02
matern_2.5 2 0.5 0.2 loocv exp 100 0.035
matern_2.5 2 0.5 0.2 loocv average 100 0.03
matern_2.5 2 0.5 0.2 loocv erm 100 0.045
matern_2.5 2 0.5 0.3 AICc exp 100 0.03
matern_2.5 2 0.5 0.3 AICc average 100 0.005
matern_2.5 2 0.5 0.3 AICc erm 100 0.015
matern_2.5 2 0.5 0.3 GCVc exp 100 0.02
matern_2.5 2 0.5 0.3 GCVc average 100 0.01
matern_2.5 2 0.5 0.3 GCVc erm 100 0.01
matern_2.5 2 0.5 0.3 gmpml exp 100 0.035
matern_2.5 2 0.5 0.3 gmpml average 100 0.025
matern_2.5 2 0.5 0.3 gmpml erm 100 0.025
matern_2.5 2 0.5 0.3 loocv exp 100 0.035
matern_2.5 2 0.5 0.3 loocv average 100 0.025
matern_2.5 2 0.5 0.3 loocv erm 100 0.03
matern_2.5 2 1 0 AICc exp 100 0.05
matern_2.5 2 1 0 AICc average 100 0.09
matern_2.5 2 1 0 AICc erm 100 0.06
matern_2.5 2 1 0 GCVc exp 100 0.025
matern_2.5 2 1 0 GCVc average 100 0.04
matern_2.5 2 1 0 GCVc erm 100 0.02
matern_2.5 2 1 0 gmpml exp 100 0.025
matern_2.5 2 1 0 gmpml average 100 0.035
matern_2.5 2 1 0 gmpml erm 100 0.01
matern_2.5 2 1 0 loocv exp 100 0.02
matern_2.5 2 1 0 loocv average 100 0.015
matern_2.5 2 1 0 loocv erm 100 0.01
matern_2.5 2 1 0.1 AICc exp 100 0.34
matern_2.5 2 1 0.1 AICc average 100 0.345
matern_2.5 2 1 0.1 AICc erm 100 0.495
matern_2.5 2 1 0.1 GCVc exp 100 0.435
matern_2.5 2 1 0.1 GCVc average 100 0.46
matern_2.5 2 1 0.1 GCVc erm 100 0.345
matern_2.5 2 1 0.1 gmpml exp 100 0.395
matern_2.5 2 1 0.1 gmpml average 100 0.475
matern_2.5 2 1 0.1 gmpml erm 100 0.345
matern_2.5 2 1 0.1 loocv exp 100 0.485
matern_2.5 2 1 0.1 loocv average 100 0.405
matern_2.5 2 1 0.1 loocv erm 100 0.44
matern_2.5 2 1 0.2 AICc exp 100 0.505
matern_2.5 2 1 0.2 AICc average 100 0.51
matern_2.5 2 1 0.2 AICc erm 100 0.59
matern_2.5 2 1 0.2 GCVc exp 100 0.575
matern_2.5 2 1 0.2 GCVc average 100 0.625
matern_2.5 2 1 0.2 GCVc erm 100 0.56
matern_2.5 2 1 0.2 gmpml exp 100 0.655
matern_2.5 2 1 0.2 gmpml average 100 0.59
matern_2.5 2 1 0.2 gmpml erm 100 0.645
matern_2.5 2 1 0.2 loocv exp 100 0.59
matern_2.5 2 1 0.2 loocv average 100 0.595
matern_2.5 2 1 0.2 loocv erm 100 0.55
matern_2.5 2 1 0.3 AICc exp 100 0.495
matern_2.5 2 1 0.3 AICc average 100 0.585
matern_2.5 2 1 0.3 AICc erm 100 0.61
matern_2.5 2 1 0.3 GCVc exp 100 0.625
matern_2.5 2 1 0.3 GCVc average 100 0.575
matern_2.5 2 1 0.3 GCVc erm 100 0.59
matern_2.5 2 1 0.3 gmpml exp 100 0.595
matern_2.5 2 1 0.3 gmpml average 100 0.575
matern_2.5 2 1 0.3 gmpml erm 100 0.66
