V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
polynomial,1,0.5,0.2,gmpml,avg,1,0.06,0.04,148.4132,1,1.3326,4.1046,1.2756,1.3265,0.9803
polynomial,1,0.5,0.25,gmpml,avg,1,0.04,0.04,148.4132,1,1.2463,4.1201,1.267,1.278,1.005
polynomial,1,0.5,0.3,gmpml,avg,1,0.055,0.045,148.4132,1,1.3452,4.123,1.2642,1.3105,0.981
polynomial,1,0.5,0.4,gmpml,avg,1,0.055,0.045,148.4132,1,1.2975,4.127,1.2599,1.2977,0.9843
polynomial,1,0.5,0.5,gmpml,avg,1,0.07,0.06,148.4132,1,1.2992,4.1308,1.2581,1.3093,0.9751
polynomial,1,0.5,0.6,gmpml,avg,1,0.045,0.045,148.4132,1,1.2518,4.1251,1.2667,1.3079,0.9853
polynomial,1,0.5,0.7,gmpml,avg,1,0.05,0.045,148.4132,1,1.3114,4.0928,1.283,1.3141,0.9918
polynomial,1,0.5,0.8,gmpml,avg,1,0.05,0.05,148.4132,1,1.2512,4.1207,1.2654,1.2898,0.9957
polynomial,1,0.5,0.9,gmpml,avg,1,0.055,0.045,148.4132,1,1.2846,4.0889,1.2874,1.2942,1.0096
polynomial,1,0.5,1,gmpml,avg,1,0.055,0.045,148.4132,1,1.2827,4.1301,1.2593,1.3042,0.9797
polynomial,1,0.5,0,loocv,avg,1,0.06,0.06,148.4132,1,1.6395,4.0842,1.2833,1.3294,0.9813
polynomial,1,0.5,0.05,loocv,avg,1,0.06,0.055,148.4132,1,1.6554,4.1368,1.2514,1.315,0.968
polynomial,1,0.5,0.1,loocv,avg,1,0.05,0.045,148.4132,1,1.5082,4.1022,1.2747,1.3131,0.988
